Group,MAG,Completeness,Contamination,Strain_Heterogeneity,N50,Assembly_Type,Assembly_Source,Contig_count,Assembly_size
HQ Winners,29-1_18_stoolx29-1_18_stool.014.SR_stool,97.32,0,0,762432,MetaSPAdes (SR),Stool,34,2487741
HQ Winners,29-1_23x29-1_23.015.SR_stool,97.32,0,0,109210,MetaSPAdes (SR),Stool,30,1941571
HQ Winners,29-2_36_stoolxbin.33.SR_stool,97.32,0,0,70313,MetaSPAdes (SR),Stool,64,2765337
HQ Winners,39-2_52x39-2_52.012.SR_stool,97.32,0,0,179823,MetaSPAdes (SR),Stool,26,2015903
HQ Winners,40-1_35_stoolxbin.55.SR_stool,97.32,0,0,146455,MetaSPAdes (SR),Stool,37,2261922
HQ Winners,40-1_35x13.LR_stool,97.32,0,0,2125655,MetaFlye2 (LR),Stool,1,2125655
HQ Winners,40-1_93x3.SR_stool,97.32,0,0,774852,MetaSPAdes (SR),Stool,5,2012925
HQ Winners,40-2_10xbin.34.SR_stool,97.32,0,0,164176,MetaSPAdes (SR),Stool,26,2627627
HQ Winners,43-1_73x105.SR_stool,97.32,0,0,404045,MetaSPAdes (SR),Stool,11,2077176
HQ Winners,47-1_10x13.SR_stool,97.32,0,0,1037149,MetaSPAdes (SR),Stool,3,1991198
HQ Winners,47-2_10x45.SR_stool,97.32,0,0,1035724,MetaSPAdes (SR),Stool,2,1989935
HQ Winners,47-2_37x1.LR_stool,97.32,0,0,1571049,MetaFlye2 (LR),Stool,29,3004215
HQ Winners,C014-M00_stoolx23_sub.SR_stool,97.32,0,0,164081,MetaSPAdes (SR),Stool,19,2232771
HQ Winners,C017-M36x133.SR_stool,97.32,0,0,562942,MetaSPAdes (SR),Stool,6,2079602
HQ Winners,C040-M24xbin.80.SR_stool,97.32,0,0,96324,MetaSPAdes (SR),Stool,59,2691604
HQ Winners,C043-M07_stoolx111.SR_stool,97.32,0,0,347383,MetaSPAdes (SR),Stool,11,2610699
HQ Winners,C043-M24x32.SR_stool,97.32,0,0,78174,MetaSPAdes (SR),Stool,60,2980011
HQ Winners,C043-M36x77.SR_stool,97.32,0,0,366554,MetaSPAdes (SR),Stool,12,2743646
HQ Winners,20-2_47xbin.76.SR_stool,97.34,0,0,228871,MetaSPAdes (SR),Stool,14,1784758
HQ Winners,19-1_10x42.SR_stool,97.37,0,0,799992,MetaSPAdes (SR),Stool,9,3242130
HQ Winners,08-1_97x20.SR_stool,97.43,0,0,56663,MetaSPAdes (SR),Stool,90,2590343
HQ Winners,19-1_N16_DP_BAPcstx3.SR_plate,97.44,0,0,41904,MetaSPAdes (SR),Plate,97,1729074
HQ Winners,C020-M36x77.LR_stool,97.47,0,0,288902,MetaFlye2 (LR),Stool,14,2907428
HQ Winners,cat_29-2_N17x20-2_late_cat_29-2_N17_WC.005_sub.LR_plate,97.51,0,0,2929016,MetaFlye2 (LR),Plate,77,4078962
HQ Winners,C019-M22x23.LR_stool,97.56,0,0,840088,MetaFlye2 (LR),Stool,4,2874203
HQ Winners,C029-M24_stoolxC029-M24_stool.003_sub.SR_stool,97.56,0,0,287324,MetaSPAdes (SR),Stool,24,2154034
HQ Winners,39-1_8x76.SR_stool,97.58,0,0,56388,MetaSPAdes (SR),Stool,73,2655264
HQ Winners,39-2_8x62.SR_stool,97.58,0,0,111069,MetaSPAdes (SR),Stool,63,2696663
HQ Winners,43-1_14x76.SR_stool,97.58,0,0,60209,MetaSPAdes (SR),Stool,78,2716244
HQ Winners,C017-M36xbin.83.SR_stool,97.58,0,0,76574,MetaSPAdes (SR),Stool,73,2782816
HQ Winners,14-1_95_stoolxbin.88.SR_stool,97.63,0,0,55033,MetaSPAdes (SR),Stool,143,4202263
HQ Winners,17-1_36x17-1_late__17-1_36.018.LR_stool,97.64,0,0,1412056,MetaFlye2 (LR),Stool,7,2480918
HQ Winners,C029-M00_stoolxC029-M00_stool.039.SR_stool,97.64,0,0,126533,MetaSPAdes (SR),Stool,56,2719935
HQ Winners,17-1_100_stoolx17-1_100_stool.005.SR_stool,97.65,0,0,255844,MetaSPAdes (SR),Stool,28,3044441
HQ Winners,17-2_16xbin.50.LR_stool,97.65,0,0,1119348,MetaFlye2 (LR),Stool,3,2172025
HQ Winners,29-1_47x29-1_47.014.SR_stool,97.65,0,0,102855,MetaSPAdes (SR),Stool,64,2538463
HQ Winners,C029-M00_stoolx136.SR_stool,97.65,0,0,239415,MetaSPAdes (SR),Stool,19,2619261
HQ Winners,08-1_6_stoolx28.SR_stool,97.66,0,0,189442,MetaSPAdes (SR),Stool,26,2740333
HQ Winners,C029-M24_stoolxC029-M24_stool.039.SR_stool,97.69,0,0,161856,MetaSPAdes (SR),Stool,52,2786603
HQ Winners,19-2_36_stoolx28.SR_stool,97.7,0,0,75289,MetaSPAdes (SR),Stool,58,2749180
HQ Winners,40-2_94xbin.38.LR_stool,97.74,0,0,749426,MetaFlye2 (LR),Stool,3,1982897
HQ Winners,08-2_N6x74.SR_stool,97.76,0,0,176453,MetaSPAdes (SR),Stool,25,2628759
HQ Winners,C008-M36xC008-M36.021.SR_stool,97.76,0,0,226245,MetaSPAdes (SR),Stool,50,2850916
HQ Winners,C019-M38xC019-M38.019.SR_stool,97.76,0,0,598724,MetaSPAdes (SR),Stool,17,2809122
HQ Winners,20-1_14_DPx1.LR_plate,97.78,0,0,313404,MetaFlye2 (LR),Plate,21,3835303
HQ Winners,C019-M00x62.LR_stool,97.82,0,0,1582637,MetaFlye2 (LR),Stool,8,3039314
HQ Winners,14-2_95xbin.68.LR_stool,97.84,0,0,967002,MetaFlye2 (LR),Stool,5,3166103
HQ Winners,C014-M27_stoolxC014-M27_stool.015.SR_stool,97.85,0,0,449346,MetaSPAdes (SR),Stool,8,1889595
HQ Winners,C020-M00x27.LR_stool,97.85,0,0,1889792,MetaFlye2 (LR),Stool,1,1889792
HQ Winners,29-1_33x97.SR_stool,97.87,0,0,405647,MetaSPAdes (SR),Stool,9,2440919
HQ Winners,C039-M36x28.LR_stool,97.87,0,0,793950,MetaFlye2 (LR),Stool,3,2570872
HQ Winners,39-2_52_BAPxbin.6.SR_plate,97.93,0,0,69985,MetaSPAdes (SR),Plate,54,2207261
HQ Winners,39-1_94x12.LR_stool,97.94,0,0,1557051,MetaFlye2 (LR),Stool,2,2693123
HQ Winners,39-2_88x39-2_late__39-2_88.002.LR_stool,97.94,0,0,2155405,MetaFlye2 (LR),Stool,8,2617799
HQ Winners,C043-M07_stoolx120.SR_stool,97.94,0,0,152688,MetaSPAdes (SR),Stool,25,2554161
HQ Winners,39-2_52xbin.74.SR_stool,97.95,0,0,197058,MetaSPAdes (SR),Stool,27,2692942
HQ Winners,43-1_54xbin.11.SR_stool,97.95,0,0,352286,MetaSPAdes (SR),Stool,18,3342075
HQ Winners,47-2_88xbin.10.SR_stool,97.95,0,0,462545,MetaSPAdes (SR),Stool,16,3009456
HQ Winners,C008-M06xbin.37.SR_stool,97.95,0,0,45669,MetaSPAdes (SR),Stool,94,2562474
HQ Winners,C029-M36xC029-M36.009.SR_stool,97.95,0,0,347493,MetaSPAdes (SR),Stool,37,3133179
HQ Winners,08-1_97x08-1_97.004_sub.SR_stool,97.96,0,0,305288,MetaSPAdes (SR),Stool,35,2720114
HQ Winners,08-2_N6x47.SR_stool,97.96,0,0,289404,MetaSPAdes (SR),Stool,41,4428432
HQ Winners,14-1_95_stoolx62.SR_stool,97.96,0,0,516787,MetaSPAdes (SR),Stool,17,3131239
HQ Winners,14-2_95_stoolx14-2_95_stool.013.SR_stool,97.96,0,0,550815,MetaSPAdes (SR),Stool,16,2901338
HQ Winners,17-1_13_stoolx17-1_13_stool.014_sub.SR_stool,97.96,0,0,2633850,MetaSPAdes (SR),Stool,17,2817720
HQ Winners,17-2_N11_stoolx17-2_N11_stool.018.SR_stool,97.96,0,0,819089,MetaSPAdes (SR),Stool,10,3120906
HQ Winners,19-1_6_stoolx52.SR_stool,97.96,0,0,169824,MetaSPAdes (SR),Stool,27,3087423
HQ Winners,19-2_95x19-2_95.024.SR_stool,97.96,0,0,2126958,MetaSPAdes (SR),Stool,11,2987255
HQ Winners,29-1_33x29-1_33.009.SR_stool,97.96,0,0,811765,MetaSPAdes (SR),Stool,11,2729876
HQ Winners,29-1_76x29-1_76.017.SR_stool,97.96,0,0,261259,MetaSPAdes (SR),Stool,26,3181243
HQ Winners,39-1_8xbin.31.SR_stool,97.96,0,0,229631,MetaSPAdes (SR),Stool,21,2863680
HQ Winners,39-1_N14xbin.35.SR_stool,97.96,0,0,221792,MetaSPAdes (SR),Stool,44,3288486
HQ Winners,39-2_8x39-2_early__39-2_8.007_sub.LR_stool,97.96,0,0,2984137,MetaFlye2 (LR),Stool,4,3002717
HQ Winners,40-1_9x26.SR_stool,97.96,0,0,174842,MetaSPAdes (SR),Stool,29,3240050
HQ Winners,43-1_2x4.LR_stool,97.96,0,0,2762927,MetaFlye2 (LR),Stool,1,2762927
HQ Winners,C008-M00_stoolx15.SR_stool,97.96,0,0,357048,MetaSPAdes (SR),Stool,17,3190835
HQ Winners,C017-M23_stoolxC017-M23_stool.009.SR_stool,97.96,0,0,1599513,MetaSPAdes (SR),Stool,8,2863810
HQ Winners,C017-M36xC017-M36.018.SR_stool,97.96,0,0,1326372,MetaSPAdes (SR),Stool,15,2538994
HQ Winners,C039-M06_stoolxC039-M06_stool.022.SR_stool,97.96,0,0,426424,MetaSPAdes (SR),Stool,28,3008015
HQ Winners,C043-M07_stoolxC043-M07_stool.010.SR_stool,97.96,0,0,2238851,MetaSPAdes (SR),Stool,11,2952990
HQ Winners,C047-M00_stoolx28.SR_stool,97.96,0,0,452738,MetaSPAdes (SR),Stool,18,3057224
HQ Winners,C047-M07_stoolx107.SR_stool,97.96,0,0,690479,MetaSPAdes (SR),Stool,7,3223371
HQ Winners,20-2_97x103.LR_stool,97.97,0,0,1903964,MetaFlye2 (LR),Stool,4,2590168
HQ Winners,14-1_36x14-1_late__14-1_36.006.LR_stool,97.99,0,0,2372662,MetaFlye2 (LR),Stool,27,3507305
HQ Winners,14-1_95_stoolx14-1_95_stool.012.SR_stool,97.99,0,0,448592,MetaSPAdes (SR),Stool,9,2037129
HQ Winners,14-2_95_stoolx14-2_95_stool.021.SR_stool,97.99,0,0,1461532,MetaSPAdes (SR),Stool,5,2059033
HQ Winners,17-1_36_stoolx17-1_36_stool.008.SR_stool,97.99,0,0,2069153,MetaSPAdes (SR),Stool,1,2069153
HQ Winners,19-2_95x71.LR_stool,97.99,0,0,1675257,MetaFlye2 (LR),Stool,10,2554597
HQ Winners,39-1_36_stoolx3.SR_stool,97.99,0,0,341337,MetaSPAdes (SR),Stool,21,2614533
HQ Winners,39-1_94_DP_BAPcstxbin.1.SR_plate,97.99,0,0,335353,MetaSPAdes (SR),Plate,11,2795888
HQ Winners,39-2_41x5.SR_stool,97.99,0,0,844057,MetaSPAdes (SR),Stool,8,2899728
HQ Winners,39-2_52xbin.92.SR_stool,97.99,0,0,46811,MetaSPAdes (SR),Stool,114,2379366
HQ Winners,39-2_88x39-2_88.018_sub.SR_stool,97.99,0,0,287236,MetaSPAdes (SR),Stool,13,1965956
HQ Winners,39-2_94x134.SR_stool,97.99,0,0,327499,MetaSPAdes (SR),Stool,11,2201632
HQ Winners,40-1_93x28.SR_stool,97.99,0,0,728907,MetaSPAdes (SR),Stool,18,2878985
HQ Winners,43-1_16_stoolx34.SR_stool,97.99,0,0,18812,MetaSPAdes (SR),Stool,205,2449802
HQ Winners,43-1_17x43-1_17.020.SR_stool,97.99,0,0,450191,MetaSPAdes (SR),Stool,10,1983671
HQ Winners,43-1_24x6.LR_stool,97.99,0,0,1953024,MetaFlye2 (LR),Stool,7,2755469
HQ Winners,43-1_73x30.SR_stool,97.99,0,0,131849,MetaSPAdes (SR),Stool,61,2517431
HQ Winners,43-1_81x9.SR_stool,97.99,0,0,214502,MetaSPAdes (SR),Stool,21,2603674
HQ Winners,C020-M07x21.LR_stool,97.99,0,0,3092515,MetaFlye2 (LR),Stool,2,3095550
HQ Winners,C020-M07x66.SR_stool,97.99,0,0,262198,MetaSPAdes (SR),Stool,49,2694625
HQ Winners,C020-M07xbin.5.SR_stool,97.99,0,0,76995,MetaSPAdes (SR),Stool,46,2066698
HQ Winners,C020-M24x51.SR_stool,97.99,0,0,668051,MetaSPAdes (SR),Stool,7,2706531
HQ Winners,C029-M00_stoolx63.SR_stool,97.99,0,0,126769,MetaSPAdes (SR),Stool,66,3248661
HQ Winners,C029-M24_stoolx116.SR_stool,97.99,0,0,26289,MetaSPAdes (SR),Stool,178,2638291
HQ Winners,C040-M24x2.SR_stool,97.99,0,0,432028,MetaSPAdes (SR),Stool,8,2601747
HQ Winners,17-2_16x17-2_late__17-2_16.032.LR_stool,98,0,0,1893546,MetaFlye2 (LR),Stool,11,2905905
HQ Winners,14-1_95x14-1_late__14-1_95.041.LR_stool,98.02,0,0,554775,MetaFlye2 (LR),Stool,12,3491567
HQ Winners,39-2_20xbin.32.SR_stool,98.07,0,0,142927,MetaSPAdes (SR),Stool,26,2496503
HQ Winners,47-2_17x82.SR_stool,98.07,0,0,381341,MetaSPAdes (SR),Stool,21,3260266
HQ Winners,17-1_13_stoolx63.SR_stool,98.1,0,0,57734,MetaSPAdes (SR),Stool,96,2766321
HQ Winners,19-1_10xbin.34.SR_stool,98.1,0,0,109884,MetaSPAdes (SR),Stool,68,3579967
HQ Winners,20-1_97xbin.23.LR_stool,98.1,0,0,1919123,MetaFlye2 (LR),Stool,1,1919123
HQ Winners,29-1_42x17_sub.SR_stool,98.1,0,0,180890,MetaSPAdes (SR),Stool,32,2923579
HQ Winners,40-1_93xbin.31.SR_stool,98.1,0,0,124467,MetaSPAdes (SR),Stool,42,2812916
HQ Winners,43-2_7_stoolx53.SR_stool,98.1,0,0,159404,MetaSPAdes (SR),Stool,31,3223250
HQ Winners,C039-M06_BAPx55_sub.SR_plate,98.1,0,0,47658,MetaSPAdes (SR),Plate,155,4992600
HQ Winners,08-1_36_LKVx17_sub.SR_plate,98.11,0,0,81517,MetaSPAdes (SR),Plate,82,4311839
HQ Winners,08-1_36_stoolx58.SR_stool,98.11,0,0,95511,MetaSPAdes (SR),Stool,66,2834009
HQ Winners,14-1_6_stoolx14-1_6_stool.013.SR_stool,98.11,0,0,96150,MetaSPAdes (SR),Stool,100,4376451
HQ Winners,14-1_6_stoolx56.SR_stool,98.11,0,0,55810,MetaSPAdes (SR),Stool,128,3447436
HQ Winners,17-2_36_stoolx17-2_36_stool.022.SR_stool,98.11,0,0,148021,MetaSPAdes (SR),Stool,73,2998060
HQ Winners,47-2_7_stoolxbin.14.SR_stool,98.11,0,0,116854,MetaSPAdes (SR),Stool,44,2792937
HQ Winners,C008-M36xbin.13.SR_stool,98.11,0,0,152153,MetaSPAdes (SR),Stool,31,2721385
HQ Winners,C039-M36_stoolxC039-M36_stool.011.SR_stool,98.11,0,0,83036,MetaSPAdes (SR),Stool,61,2630429
HQ Winners,C047-M24_stoolx8.SR_stool,98.11,0,0,46250,MetaSPAdes (SR),Stool,109,2825934
HQ Winners,47-2_37_BAPx33.SR_plate,98.12,0,0,22567,MetaSPAdes (SR),Plate,207,3040159
HQ Winners,39-2_94x131.SR_stool,98.23,0,0,176782,MetaSPAdes (SR),Stool,27,2422313
HQ Winners,C039-M06_stoolxbin.113.SR_stool,98.23,0,0,183384,MetaSPAdes (SR),Stool,26,2312264
HQ Winners,C040-M06x76.SR_stool,98.24,0,0,20155,MetaSPAdes (SR),Stool,212,2885961
HQ Winners,39-2_47x133.SR_stool,98.25,0,0,183589,MetaSPAdes (SR),Stool,23,2654880
HQ Winners,08-1_11xbin.37.LR_stool,98.26,0,0,2290430,MetaFlye2 (LR),Stool,1,2290430
HQ Winners,39-2_36x39-2_36.036.SR_stool,98.28,0,0,143247,MetaSPAdes (SR),Stool,43,2371054
HQ Winners,C047-M00x8.LR_stool,98.3,0,0,912651,MetaFlye2 (LR),Stool,19,4298794
HQ Winners,08-2_14xbin.16.LR_stool,98.31,0,0,2376823,MetaFlye2 (LR),Stool,3,2401641
HQ Winners,29-1_95x29-1_95.018.SR_stool,98.32,0,0,214233,MetaSPAdes (SR),Stool,15,1962617
HQ Winners,39-1_36xbin.41.LR_stool,98.32,0,0,811855,MetaFlye2 (LR),Stool,6,2911616
HQ Winners,47-1_10x47-1_early__47-1_10.021.LR_stool,98.32,0,0,1296255,MetaFlye2 (LR),Stool,3,2201472
HQ Winners,43-2_N15x43-2_N15.006.SR_stool,98.36,0,0,681959,MetaSPAdes (SR),Stool,34,2715170
HQ Winners,8-2_14_DP_LKVx8-2_14_DP_LKV.003.SR_plate,98.39,0,0,76999,MetaSPAdes (SR),Plate,96,4338384
HQ Winners,C017-M00x99.SR_stool,98.42,0,0,291971,MetaSPAdes (SR),Stool,18,3061133
HQ Winners,29-2_95x29-2_late__29-2_95.005.LR_stool,98.45,0,0,589645,MetaFlye2 (LR),Stool,12,2373228
HQ Winners,39-1_36x67.LR_stool,98.49,0,0,3174951,MetaFlye2 (LR),Stool,1,3174951
HQ Winners,14-2_11x31.LR_stool,98.54,0,0,3341431,MetaFlye2 (LR),Stool,1,3341431
HQ Winners,29-2_36_stoolxbin.17.SR_stool,98.55,0,0,270131,MetaSPAdes (SR),Stool,23,2967126
HQ Winners,08-2_95x76.SR_stool,98.57,0,0,16223,MetaSPAdes (SR),Stool,301,3107060
HQ Winners,17-1_16x17-1_late__17-1_16.017.LR_stool,98.57,0,0,1859114,MetaFlye2 (LR),Stool,1,1859114
HQ Winners,47-2_10_DPx7.LR_plate,98.57,0,0,3400172,MetaFlye2 (LR),Plate,3,5055312
HQ Winners,39-1_94xbin.28.SR_stool,98.58,0,0,73697,MetaSPAdes (SR),Stool,58,2614593
HQ Winners,C039-M06_stoolxbin.105.SR_stool,98.58,0,0,344126,MetaSPAdes (SR),Stool,16,2441211
HQ Winners,29-2_95xbin.14.SR_stool,98.59,0,0,48230,MetaSPAdes (SR),Stool,101,2794508
HQ Winners,8-2_11_DP_BAPcstx28.SR_plate,98.6,0,0,49294,MetaSPAdes (SR),Plate,70,1781210
HQ Winners,08-2_11x80.SR_stool,98.63,0,0,345656,MetaSPAdes (SR),Stool,17,2928133
HQ Winners,14-1_95_stoolx14-1_95_stool.037.SR_stool,98.63,0,0,438523,MetaSPAdes (SR),Stool,28,3233610
HQ Winners,14-2_95x59.LR_stool,98.63,0,0,1840892,MetaFlye2 (LR),Stool,4,3078416
HQ Winners,17-1_100_stoolx43.SR_stool,98.63,0,0,837558,MetaSPAdes (SR),Stool,14,3289009
HQ Winners,17-2_36_stoolx17-2_36_stool.027.SR_stool,98.63,0,0,181969,MetaSPAdes (SR),Stool,36,2814976
HQ Winners,19-1_95x19-1_95.018.SR_stool,98.63,0,0,482513,MetaSPAdes (SR),Stool,16,2879197
HQ Winners,19-2_95x30.LR_stool,98.63,0,0,732770,MetaFlye2 (LR),Stool,8,3266645
HQ Winners,20-1_35x70.LR_stool,98.63,0,0,3155195,MetaFlye2 (LR),Stool,1,3155195
HQ Winners,20-2_35x20-2_late__20-2_35.017.LR_stool,98.63,0,0,3225416,MetaFlye2 (LR),Stool,3,3237995
HQ Winners,29-1_20x29-1_20.005.SR_stool,98.63,0,0,245669,MetaSPAdes (SR),Stool,40,3099528
HQ Winners,29-1_67xbin.59_sub.SR_stool,98.63,0,0,100289,MetaSPAdes (SR),Stool,70,2762546
HQ Winners,29-2_36_stoolx18.SR_stool,98.63,0,0,280935,MetaSPAdes (SR),Stool,25,3047758
HQ Winners,39-2_36x39-2_late__39-2_36.018.LR_stool,98.63,0,0,2442800,MetaFlye2 (LR),Stool,6,3123418
HQ Winners,40-1_13x40-1_13.018.SR_stool,98.63,0,0,302296,MetaSPAdes (SR),Stool,33,2798194
HQ Winners,40-1_93xbin.72.SR_stool,98.63,0,0,691549,MetaSPAdes (SR),Stool,15,2861469
HQ Winners,40-2_16x61.SR_stool,98.63,0,0,733409,MetaSPAdes (SR),Stool,15,2941279
HQ Winners,40-2_94x17.SR_stool,98.63,0,0,278790,MetaSPAdes (SR),Stool,25,2927989
HQ Winners,43-1_34x56.SR_stool,98.63,0,0,563878,MetaSPAdes (SR),Stool,11,2989114
HQ Winners,43-2_94x16.SR_stool,98.63,0,0,183588,MetaSPAdes (SR),Stool,39,3058051
HQ Winners,C014-M36xC014__C014-M36.001.LR_stool,98.63,0,0,3092874,MetaFlye2 (LR),Stool,10,3317514
HQ Winners,C019-M00xC019-M00.016.SR_stool,98.63,0,0,757799,MetaSPAdes (SR),Stool,29,3077076
HQ Winners,C020-M00xC020-M00.030.SR_stool,98.63,0,0,606336,MetaSPAdes (SR),Stool,17,2796783
HQ Winners,C039-M24xC039_FIXED__C039-M24.013.LR_stool,98.63,0,0,2251966,MetaFlye2 (LR),Stool,5,2937705
HQ Winners,C040-M00x23.LR_stool,98.63,0,0,897652,MetaFlye2 (LR),Stool,10,3295639
HQ Winners,C043-M36x4.SR_stool,98.63,0,0,720158,MetaSPAdes (SR),Stool,9,2994498
HQ Winners,C047-M24xC047__C047-M24.009.LR_stool,98.63,0,0,2345233,MetaFlye2 (LR),Stool,9,3109674
HQ Winners,C029-M00_stoolxC029-M00_stool.034_sub.SR_stool,98.64,0,0,190314,MetaSPAdes (SR),Stool,30,2844235
HQ Winners,08-2_11x23.LR_stool,98.66,0,0,1164563,MetaFlye2 (LR),Stool,2,2012930
HQ Winners,14-1_11_stoolx69.SR_stool,98.66,0,0,152011,MetaSPAdes (SR),Stool,32,2682420
HQ Winners,14-1_95_stoolx30_sub.SR_stool,98.66,0,0,268176,MetaSPAdes (SR),Stool,14,2909899
HQ Winners,14-1_95x1.LR_stool,98.66,0,0,571963,MetaFlye2 (LR),Stool,5,2962635
HQ Winners,14-1_N14_stoolx14-1_N14_stool.004.SR_stool,98.66,0,0,523504,MetaSPAdes (SR),Stool,17,3144002
HQ Winners,14-2_11_stoolx23.SR_stool,98.66,0,0,3151565,MetaSPAdes (SR),Stool,8,3224793
HQ Winners,14-2_36_stoolx21.SR_stool,98.66,0,0,494576,MetaSPAdes (SR),Stool,21,3200549
HQ Winners,17-1_100_stoolx17-1_100_stool.014_sub.SR_stool,98.66,0,0,480207,MetaSPAdes (SR),Stool,13,1977051
HQ Winners,17-1_16_stoolx11.SR_stool,98.66,0,0,324319,MetaSPAdes (SR),Stool,11,2038375
HQ Winners,17-2_36x35.LR_stool,98.66,0,0,554204,MetaFlye2 (LR),Stool,7,2952958
HQ Winners,19-1_35x65.LR_stool,98.66,0,0,743223,MetaFlye2 (LR),Stool,9,3054826
HQ Winners,19-1_95x42_sub.LR_stool,98.66,0,0,493544,MetaFlye2 (LR),Stool,10,2959744
HQ Winners,19-2_95x11.LR_stool,98.66,0,0,1738903,MetaFlye2 (LR),Stool,4,2875005
HQ Winners,20-1_14x20-1_14.013.SR_stool,98.66,0,0,389892,MetaSPAdes (SR),Stool,16,2933179
HQ Winners,20-1_97x20-1_late__20-1_97.015.LR_stool,98.66,0,0,979922,MetaFlye2 (LR),Stool,6,2893821
HQ Winners,20-2_14x20-2_14.012.SR_stool,98.66,0,0,474149,MetaSPAdes (SR),Stool,18,2929632
HQ Winners,20-2_18x83.SR_stool,98.66,0,0,44330,MetaSPAdes (SR),Stool,77,2133167
HQ Winners,20-2_88x84.SR_stool,98.66,0,0,86556,MetaSPAdes (SR),Stool,67,2432178
HQ Winners,29-1_33x17.SR_stool,98.66,0,0,77046,MetaSPAdes (SR),Stool,52,2799818
HQ Winners,29-1_42x61.SR_stool,98.66,0,0,168318,MetaSPAdes (SR),Stool,22,2582401
HQ Winners,29-2_17x29-2_late__29-2_17.013.LR_stool,98.66,0,0,2030988,MetaFlye2 (LR),Stool,3,2821846
HQ Winners,29-2_36_stoolx29-2_36_stool.016_sub.SR_stool,98.66,0,0,298328,MetaSPAdes (SR),Stool,14,2073611
HQ Winners,39-1_94x39-1_94.014.SR_stool,98.66,0,0,1216260,MetaSPAdes (SR),Stool,15,1990427
HQ Winners,39-2_14x48.LR_stool,98.66,0,0,2265426,MetaFlye2 (LR),Stool,4,2914033
HQ Winners,39-2_36x30_sub.SR_stool,98.66,0,0,119472,MetaSPAdes (SR),Stool,58,3053501
HQ Winners,39-2_36x39-2_36.007.SR_stool,98.66,0,0,844481,MetaSPAdes (SR),Stool,13,2092735
HQ Winners,39-2_74x17.SR_stool,98.66,0,0,245508,MetaSPAdes (SR),Stool,22,2695684
HQ Winners,39-2_74xbin.29.SR_stool,98.66,0,0,160365,MetaSPAdes (SR),Stool,32,2639149
HQ Winners,40-1_93x106.LR_stool,98.66,0,0,2981869,MetaFlye2 (LR),Stool,1,2981869
HQ Winners,40-1_93x40-1_93.027_sub.SR_stool,98.66,0,0,248139,MetaSPAdes (SR),Stool,51,3029574
HQ Winners,43-1_40xbin.16.SR_stool,98.66,0,0,163759,MetaSPAdes (SR),Stool,21,2006916
HQ Winners,43-2_7_stoolx43-2_7_stool.016.SR_stool,98.66,0,0,100771,MetaSPAdes (SR),Stool,44,2030260
HQ Winners,43-2_94xbin.10_sub.SR_stool,98.66,0,0,362604,MetaSPAdes (SR),Stool,11,2089009
HQ Winners,47-1_7_stoolx47-1_7_stool.019.SR_stool,98.66,0,0,221778,MetaSPAdes (SR),Stool,13,2057318
HQ Winners,47-2_37_stoolx47-2_37_stool.017.SR_stool,98.66,0,0,457317,MetaSPAdes (SR),Stool,17,2058848
HQ Winners,47-2_88xbin.47.SR_stool,98.66,0,0,396455,MetaSPAdes (SR),Stool,12,2687926
HQ Winners,C008-M36xC008-M36.010.SR_stool,98.66,0,0,334940,MetaSPAdes (SR),Stool,25,2178114
HQ Winners,C014-M00_stoolxC014-M00_stool.021_sub.SR_stool,98.66,0,0,337717,MetaSPAdes (SR),Stool,17,3004200
HQ Winners,C014-M27_stoolx135.SR_stool,98.66,0,0,149380,MetaSPAdes (SR),Stool,21,2040728
HQ Winners,C014-M27_stoolxC014-M27_stool.021_sub.SR_stool,98.66,0,0,419274,MetaSPAdes (SR),Stool,12,3024215
HQ Winners,C014-M36x35.SR_stool,98.66,0,0,273210,MetaSPAdes (SR),Stool,14,2710933
HQ Winners,C019-M07_stoolx18.SR_stool,98.66,0,0,552377,MetaSPAdes (SR),Stool,9,2997960
HQ Winners,C019-M22_stoolxbin.30.SR_stool,98.66,0,0,512798,MetaSPAdes (SR),Stool,15,3506717
HQ Winners,C020-M07x49.SR_stool,98.66,0,0,412013,MetaSPAdes (SR),Stool,8,1928480
HQ Winners,C020-M36x63.SR_stool,98.66,0,0,191452,MetaSPAdes (SR),Stool,26,2736633
HQ Winners,C029-M00_stoolx124.SR_stool,98.66,0,0,712001,MetaSPAdes (SR),Stool,14,2636331
HQ Winners,C029-M00_stoolxbin.39_sub.SR_stool,98.66,0,0,197180,MetaSPAdes (SR),Stool,31,3343057
HQ Winners,C039-M00xC039-M00.008.SR_stool,98.66,0,0,458242,MetaSPAdes (SR),Stool,35,3161408
HQ Winners,C039-M06_stoolx118.SR_stool,98.66,0,0,68339,MetaSPAdes (SR),Stool,56,2542435
HQ Winners,C040-M24xC040-M24.007.SR_stool,98.66,0,0,392151,MetaSPAdes (SR),Stool,26,2816696
HQ Winners,C040-M36x55.SR_stool,98.66,0,0,247707,MetaSPAdes (SR),Stool,9,1969931
HQ Winners,39-2_N18x74.SR_stool,98.7,0,0,150782,MetaSPAdes (SR),Stool,40,2818344
HQ Winners,C029-M06x50.LR_stool,98.71,0,0,999922,MetaFlye2 (LR),Stool,3,3025956
HQ Winners,08-1_6x08-1_early__08-1_6.012.LR_stool,98.73,0,0,3815406,MetaFlye2 (LR),Stool,5,5909306
